MS3_id	ipro_id	ipro_descr
MS3_06076	IPR019038	DNA polymerase subunit Cdc27
MS3_06079	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain
MS3_06081	IPR000719	Protein kinase domain
MS3_06082	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
MS3_06084	IPR001487	Bromodomain
MS3_06084	IPR003959	ATPase, AAA-type, core
MS3_06085	IPR021298	Protein of unknown function DUF2870
MS3_06086	IPR008606	Eukaryotic translation initiation factor 4E binding
MS3_06089	IPR007042	Arsenite-resistance protein 2
MS3_06089	IPR021933	Protein of unknown function DUF3546
MS3_06090	IPR000504	RNA recognition motif domain
MS3_06092	IPR001611	Leucine-rich repeat
MS3_06093	IPR011701	Major facilitator superfamily
MS3_06095	IPR008422	Homeobox KN domain
MS3_06097	IPR002539	MaoC-like domain
MS3_06098	IPR001128	Cytochrome P450
MS3_06100	IPR012926	TMPIT-like
MS3_06101	IPR008331	Ferritin/DPS protein domain
MS3_06102	IPR008145	Guanylate kinase/L-type calcium channel beta subunit
MS3_06105	IPR006797	PRELI/MSF1 domain
MS3_06106	IPR008011	Complex 1 LYR protein
MS3_06108	IPR000782	FAS1 domain
MS3_06109	IPR001667	DDH domain
MS3_06109	IPR004097	DHHA2 domain
MS3_06114	IPR010736	Sperm-tail PG-rich repeat
MS3_06115	IPR023184	Ubiquinol-cytochrome C reductase hinge domain
MS3_06117	IPR004826	Basic leucine zipper domain, Maf-type
MS3_06118	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
MS3_06120	IPR013577	Lethal giant larvae homologue 2
MS3_06121	IPR013078	Histidine phosphatase superfamily, clade-1
MS3_06124	IPR015425	Formin, FH2 domain
MS3_06125	IPR023796	Serpin domain
MS3_06126	IPR023753	FAD/NAD(P)-binding domain
MS3_06128	IPR002495	Glycosyl transferase, family 8
MS3_06129	IPR023796	Serpin domain
MS3_06130	IPR023796	Serpin domain
MS3_06131	IPR023796	Serpin domain
MS3_06132	IPR002495	Glycosyl transferase, family 8
MS3_06135	IPR015425	Formin, FH2 domain
MS3_06136	IPR001650	Helicase, C-terminal
MS3_06136	IPR011545	DEAD/DEAH box helicase domain
MS3_06140	IPR000504	RNA recognition motif domain
MS3_06143	IPR010472	Formin, FH3 domain
MS3_06143	IPR010473	Formin, GTPase-binding domain
MS3_06146	IPR001962	Asparagine synthase
MS3_06147	IPR015590	Aldehyde dehydrogenase domain
MS3_06148	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_06149	IPR001623	DnaJ domain
MS3_06149	IPR002939	Chaperone DnaJ, C-terminal
MS3_06150	IPR001766	Fork head domain
MS3_06153	IPR003131	Potassium channel tetramerisation-type BTB domain
MS3_06153	IPR005821	Ion transport domain
MS3_06153	IPR021645	Shal-type voltage-gated potassium channels, N-terminal
MS3_06155	IPR000719	Protein kinase domain
MS3_06156	IPR002110	Ankyrin repeat
MS3_06156	IPR005821	Ion transport domain
MS3_06157	IPR010756	Hepatocellular carcinoma-associated antigen 59
MS3_06158	IPR000651	Ras-like guanine nucleotide exchange factor, N-terminal
MS3_06158	IPR001895	Ras guanine-nucleotide exchange factors catalytic domain
MS3_06160	IPR009772	Cell division cycle protein 123
MS3_06161	IPR002379	V-ATPase proteolipid subunit C-like domain
MS3_06162	IPR001623	DnaJ domain
MS3_06163	IPR001873	Epithelial sodium channel
MS3_06165	IPR002546	Myogenic basic muscle-specific protein
MS3_06165	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_06167	IPR001680	WD40 repeat
MS3_06169	IPR001356	Homeobox domain
MS3_06169	IPR001781	Zinc finger, LIM-type
MS3_06170	IPR004855	Transcription factor IIA, alpha/beta subunit
MS3_06173	IPR000571	Zinc finger, CCCH-type
MS3_06174	IPR000089	Biotin/lipoyl attachment
MS3_06174	IPR005479	Carbamoyl-phosphate synthetase large subunit-like, ATP-binding domain
MS3_06174	IPR005481	Biotin carboxylase-like, N-terminal domain
MS3_06174	IPR005482	Biotin carboxylase, C-terminal
MS3_06175	IPR007194	Transport protein particle (TRAPP) component
MS3_06180	IPR027789	Syndecan/Neurexin domain
MS3_06189	IPR001606	ARID DNA-binding domain
MS3_06189	IPR003150	DNA-binding RFX-type winged-helix domain
MS3_06190	IPR026258	Signal recognition particle subunit SRP68
MS3_06193	IPR006628	Purine-rich element binding protein family
MS3_06194	IPR004000	Actin family
MS3_06196	IPR000008	C2 domain
MS3_06196	IPR011011	Zinc finger, FYVE/PHD-type
MS3_06198	IPR000225	Armadillo
MS3_06199	IPR013594	Dynein heavy chain, domain-1
MS3_06199	IPR013602	Dynein heavy chain, domain-2
MS3_06200	IPR000719	Protein kinase domain
MS3_06200	IPR003961	Fibronectin type III
MS3_06200	IPR013098	Immunoglobulin I-set
MS3_06201	IPR007862	Adenylate kinase, active site lid domain
MS3_06202	IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain
MS3_06203	IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3
MS3_06204	IPR006029	Neurotransmitter-gated ion-channel transmembrane domain
MS3_06204	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_06205	IPR004827	Basic-leucine zipper domain
MS3_06206	IPR000315	B-box-type zinc finger
MS3_06206	IPR018957	Zinc finger, C3HC4 RING-type
MS3_06207	IPR013594	Dynein heavy chain, domain-1
MS3_06209	IPR000008	C2 domain
MS3_06209	IPR011011	Zinc finger, FYVE/PHD-type
MS3_06212	IPR001781	Zinc finger, LIM-type
MS3_06213	IPR001388	Synaptobrevin
MS3_06215	IPR027521	U6 snRNA phosphodiesterase Usb1
MS3_06218	IPR001806	Small GTPase superfamily
MS3_06218	IPR002048	EF-hand domain
MS3_06219	IPR000719	Protein kinase domain
MS3_06220	IPR014898	Zinc finger, C2H2, LYAR-type
MS3_06221	IPR004364	Aminoacyl-tRNA synthetase, class II (D/K/N)
MS3_06221	IPR004365	OB-fold nucleic acid binding domain, AA-tRNA synthetase-type
MS3_06226	IPR001356	Homeobox domain
MS3_06227	IPR012921	Spen paralogue and orthologue SPOC, C-terminal
MS3_06232	IPR001650	Helicase, C-terminal
MS3_06232	IPR004179	Sec63 domain
MS3_06233	IPR001849	Pleckstrin homology domain
MS3_06234	IPR001025	Bromo adjacent homology (BAH) domain
MS3_06234	IPR001487	Bromodomain
MS3_06234	IPR009071	High mobility group box domain
MS3_06236	IPR000246	Peptidase T2, asparaginase 2
MS3_06237	IPR000648	Oxysterol-binding protein
MS3_06238	IPR000425	Major intrinsic protein
MS3_06239	IPR000994	Peptidase M24
MS3_06240	IPR000403	Phosphatidylinositol 3-/4-kinase, catalytic domain
MS3_06240	IPR001263	Phosphoinositide 3-kinase, accessory (PIK) domain
MS3_06243	IPR002769	Translation initiation factor IF6
MS3_06244	IPR003000	Sirtuin family
MS3_06245	IPR004841	Amino acid permease/ SLC12A domain
MS3_06245	IPR018491	SLC12A transporter, C-terminal
MS3_06246	IPR000608	Ubiquitin-conjugating enzyme E2
MS3_06248	IPR001715	Calponin homology domain
MS3_06251	IPR000719	Protein kinase domain
MS3_06252	IPR020683	Ankyrin repeat-containing domain
MS3_06257	IPR009976	Exocyst complex component Sec10-like
MS3_06258	IPR007638	Glutaminyl-tRNA synthetase, class Ib, non-specific RNA-binding domain 2
MS3_06258	IPR020058	Glutamyl/glutaminyl-tRNA synthetase, class Ib, catalytic domain
MS3_06258	IPR020059	Glutamyl/glutaminyl-tRNA synthetase, class Ib, anti-codon binding domain
MS3_06259	IPR019189	Ribosomal protein L27/L41, mitochondrial
MS3_06263	IPR001214	SET domain
MS3_06263	IPR001739	Methyl-CpG DNA binding
MS3_06263	IPR007728	Pre-SET domain
MS3_06264	IPR001611	Leucine-rich repeat
MS3_06265	IPR002314	Aminoacyl-tRNA synthetase, class II (G/ P/ S/T)
MS3_06266	IPR000719	Protein kinase domain
MS3_06267	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
MS3_06271	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_06272	IPR003959	ATPase, AAA-type, core
MS3_06272	IPR015163	Cdc6, C-terminal
MS3_06273	IPR000477	Reverse transcriptase domain
MS3_06274	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
MS3_06275	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_06276	IPR001353	Proteasome, subunit alpha/beta
MS3_06277	IPR000198	Rho GTPase-activating protein domain
MS3_06277	IPR000980	SH2 domain
MS3_06277	IPR002219	Protein kinase C-like, phorbol ester/diacylglycerol-binding domain
MS3_06278	IPR003689	Zinc/iron permease
MS3_06279	IPR006133	DNA-directed DNA polymerase, family B, exonuclease domain
MS3_06279	IPR006134	DNA-directed DNA polymerase, family B, multifunctional domain
MS3_06279	IPR013697	DNA polymerase epsilon, catalytic subunit A, C-terminal
MS3_06280	IPR029264	ARF7 effector protein, C-terminal
MS3_06282	IPR029448	Fanconi anaemia protein FANCD2
MS3_06283	IPR001806	Small GTPase superfamily
MS3_06285	IPR002048	EF-hand domain
MS3_06286	IPR000014	PAS domain
MS3_06286	IPR000595	Cyclic nucleotide-binding domain
MS3_06286	IPR005821	Ion transport domain
MS3_06288	IPR000418	Ets domain
MS3_06288	IPR003118	Pointed domain
MS3_06293	IPR002015	Proteasome/cyclosome repeat
MS3_06296	IPR006568	PSP, proline-rich
MS3_06296	IPR007180	Domain of unknown function DUF382
MS3_06297	IPR003118	Pointed domain
MS3_06297	IPR024668	GA-binding protein alpha subunit, N-terminal
MS3_06299	IPR008853	TMEM9
MS3_06303	IPR001604	DNA/RNA non-specific endonuclease
MS3_06304	IPR005135	Endonuclease/exonuclease/phosphatase
MS3_06308	IPR000536	Nuclear hormone receptor, ligand-binding domain
MS3_06308	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_06310	IPR001073	C1q domain
MS3_06312	IPR001781	Zinc finger, LIM-type
MS3_06315	IPR000719	Protein kinase domain
MS3_06317	IPR013525	ABC-2 type transporter
MS3_06318	IPR001781	Zinc finger, LIM-type
MS3_06319	IPR019143	JNK/Rab-associated protein-1, N-terminal
MS3_06319	IPR021563	Rab interacting lysosomal protein, dimerization domain
MS3_06321	IPR002126	Cadherin
MS3_06325	IPR001623	DnaJ domain
MS3_06325	IPR022755	Zinc finger, double-stranded RNA binding
MS3_06326	IPR013180	Beta-catenin-like protein 1, N-terminal
MS3_06328	IPR001208	MCM domain
MS3_06328	IPR027925	MCM N-terminal domain
MS3_06328	IPR033762	MCM OB domain
MS3_06330	IPR001628	Zinc finger, nuclear hormone receptor-type
MS3_06331	IPR007747	Menin
MS3_06332	IPR022788	Uncharacterised protein family UPF0184
MS3_06333	IPR001680	WD40 repeat
MS3_06334	IPR001372	Dynein light chain, type 1/2
MS3_06336	IPR006145	Pseudouridine synthase, RsuA/RluB/C/D/E/F
MS3_06339	IPR000649	Initiation factor 2B-related
MS3_06339	IPR002591	Type I phosphodiesterase/nucleotide pyrophosphatase/phosphate transferase
MS3_06340	IPR003734	Domain of unknown function DUF155
MS3_06340	IPR004843	Calcineurin-like phosphoesterase domain, ApaH type
MS3_06342	IPR000340	Dual specificity phosphatase, catalytic domain
MS3_06343	IPR000649	Initiation factor 2B-related
MS3_06344	IPR001810	F-box domain
MS3_06347	IPR001806	Small GTPase superfamily
MS3_06348	IPR007863	Peptidase M16, C-terminal
MS3_06349	IPR001356	Homeobox domain
MS3_06349	IPR031701	Homeobox protein SIX1, N-terminal SD domain
MS3_06350	IPR001466	Beta-lactamase-related
MS3_06351	IPR024332	MOZART2 family
MS3_06356	IPR001356	Homeobox domain
MS3_06356	IPR031701	Homeobox protein SIX1, N-terminal SD domain
MS3_06358	IPR002035	von Willebrand factor, type A
MS3_06362	IPR033121	Peptidase family A1 domain
MS3_06363	IPR001132	SMAD domain, Dwarfin-type
MS3_06366	IPR001356	Homeobox domain
MS3_06366	IPR003350	CUT domain
MS3_06367	IPR001680	WD40 repeat
MS3_06368	IPR006828	Association with the SNF1 complex (ASC) domain
MS3_06368	IPR032640	AMP-activated protein kinase, glycogen-binding domain
MS3_06369	IPR004088	K Homology domain, type 1
MS3_06370	IPR004827	Basic-leucine zipper domain
MS3_06373	IPR002126	Cadherin
MS3_06374	IPR004143	Biotinyl protein ligase (BPL) and lipoyl protein ligase (LPL), catalytic domain
MS3_06375	IPR001503	Glycosyl transferase family 10
MS3_06378	IPR002126	Cadherin
MS3_06379	IPR018979	FERM, N-terminal
MS3_06379	IPR018980	FERM, C-terminal PH-like domain
MS3_06379	IPR019748	FERM central domain
MS3_06380	IPR013912	Adenylate cyclase-associated CAP, C-terminal
MS3_06380	IPR013992	Adenylate cyclase-associated CAP, N-terminal
MS3_06381	IPR012479	SAP30-binding protein
MS3_06383	IPR000504	RNA recognition motif domain
MS3_06384	IPR005045	CDC50/LEM3 family
MS3_06385	IPR011701	Major facilitator superfamily
MS3_06387	IPR001147	Ribosomal protein L21e
MS3_06388	IPR000719	Protein kinase domain
MS3_06391	IPR000863	Sulfotransferase domain
MS3_06391	IPR021930	Heparan sulphate-N-deacetylase
MS3_06393	IPR006202	Neurotransmitter-gated ion-channel ligand-binding domain
MS3_06397	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_06398	IPR000008	C2 domain
MS3_06398	IPR012561	Ferlin B-domain
MS3_06399	IPR001715	Calponin homology domain
MS3_06400	IPR003172	MD-2-related lipid-recognition domain
MS3_06401	IPR000008	C2 domain
MS3_06404	IPR001012	UBX domain
MS3_06404	IPR025750	Requiem/DPF N-terminal domain
MS3_06406	IPR004274	FCP1 homology domain
MS3_06407	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase
MS3_06408	IPR014816	tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14
MS3_06409	IPR000719	Protein kinase domain
MS3_06410	IPR000719	Protein kinase domain
MS3_06411	IPR000719	Protein kinase domain
MS3_06411	IPR001772	Kinase associated domain 1 (KA1)
MS3_06412	IPR000719	Protein kinase domain
MS3_06413	IPR000719	Protein kinase domain
MS3_06414	IPR000719	Protein kinase domain
MS3_06415	IPR009011	Mannose-6-phosphate receptor binding domain
MS3_06416	IPR001577	Peptidase M8, leishmanolysin
MS3_06417	IPR000418	Ets domain
MS3_06418	IPR014030	Beta-ketoacyl synthase, N-terminal
MS3_06418	IPR014031	Beta-ketoacyl synthase, C-terminal
MS3_06421	IPR020897	Synapsin, pre-ATP-grasp domain
MS3_06421	IPR020898	Synapsin, ATP-binding domain
MS3_06422	IPR000197	Zinc finger, TAZ-type
MS3_06422	IPR000433	Zinc finger, ZZ-type
MS3_06422	IPR001487	Bromodomain
MS3_06422	IPR003101	Coactivator CBP, KIX domain
MS3_06422	IPR010303	CREB-binding protein/p300, atypical RING domain
MS3_06422	IPR013178	Histone acetyltransferase Rtt109/CBP
MS3_06423	IPR026065	FAM60A
MS3_06424	IPR004307	TspO/MBR-related protein
MS3_06425	IPR001245	Serine-threonine/tyrosine-protein kinase, catalytic domain
MS3_06426	IPR007144	Small-subunit processome, Utp11
MS3_06428	IPR007967	Protein of unknown function DUF727
MS3_06429	IPR031933	UPF0767 family
MS3_06430	IPR008688	ATP synthase, F0 complex, subunit B/MI25
MS3_06431	IPR004934	Tropomodulin
MS3_06432	IPR002657	Bile acid:sodium symporter/arsenical resistance protein  Acr3
MS3_06434	IPR007148	Small-subunit processome, Utp12
MS3_06436	IPR027884	Domain of unknown function DUF4614
MS3_06437	IPR002048	EF-hand domain
MS3_06439	IPR002048	EF-hand domain
MS3_06441	IPR001680	WD40 repeat
MS3_06442	IPR002048	EF-hand domain
MS3_06443	IPR002048	EF-hand domain
MS3_06444	IPR002048	EF-hand domain
MS3_06445	IPR002048	EF-hand domain
MS3_06446	IPR022194	Protein of unknown function DUF3719
MS3_06448	IPR028034	Domain of unknown function DUF4496
MS3_06449	IPR001684	Ribosomal protein L27
MS3_06451	IPR000834	Peptidase M14, carboxypeptidase A
MS3_06453	IPR001515	Ribosomal protein L32e
MS3_06454	IPR000834	Peptidase M14, carboxypeptidase A
MS3_06455	IPR005821	Ion transport domain
MS3_06458	IPR007714	Cilia/flagella-associated protein 20/WDR90/C3orf67
MS3_06460	IPR006906	Timeless protein
MS3_06460	IPR007725	Timeless C-terminal
MS3_06461	IPR003738	SOS response associated peptidase (SRAP)
MS3_06462	IPR006016	UspA
MS3_06464	IPR014830	Glycolipid transfer protein domain
MS3_06466	IPR013155	Methionyl/Valyl/Leucyl/Isoleucyl-tRNA synthetase, anticodon-binding
MS3_06466	IPR015413	Methionyl/Leucyl tRNA synthetase
MS3_06467	IPR001611	Leucine-rich repeat
MS3_06469	IPR001356	Homeobox domain
MS3_06470	IPR001680	WD40 repeat
MS3_06471	IPR018105	Translationally controlled tumour protein
MS3_06472	IPR029003	CENP-S/Mhf1
MS3_06474	IPR013099	Potassium channel domain
MS3_06476	IPR019173	NADH:ubiquinone oxidoreductase, NDUFB5/SGDH subunit
MS3_06477	IPR009635	Neural proliferation differentiation control-1
MS3_06478	IPR008015	GMP phosphodiesterase, delta subunit
MS3_06482	IPR004045	Glutathione S-transferase, N-terminal
MS3_06482	IPR004046	Glutathione S-transferase, C-terminal
MS3_06483	IPR002293	Amino acid/polyamine transporter I
MS3_06487	IPR004240	Nonaspanin (TM9SF)
MS3_06488	IPR004241	Autophagy protein Atg8 ubiquitin-like
MS3_06488	IPR013894	RecQ mediated genome instability protein, N-terminal
MS3_06492	IPR001752	Kinesin motor domain
MS3_06496	IPR008580	PPPDE putative peptidase domain
MS3_06497	IPR004910	Yippee/Mis18/Cereblon
MS3_06500	IPR024084	Isopropylmalate dehydrogenase-like domain
MS3_06501	IPR011598	Myc-type, basic helix-loop-helix (bHLH) domain
MS3_06506	IPR018119	Strictosidine synthase, conserved region
MS3_06507	IPR006114	6-phosphogluconate dehydrogenase, C-terminal
MS3_06507	IPR006115	6-phosphogluconate dehydrogenase, NADP-binding
MS3_06510	IPR015871	Transcription initiation factor IIA, gamma subunit, C-terminal
MS3_06510	IPR015872	Transcription initiation factor IIA, gamma subunit, N-terminal
MS3_06511	IPR003958	Transcription factor CBF/NF-Y/archaeal histone domain
MS3_06512	IPR007320	Programmed cell death protein 2, C-terminal
MS3_06513	IPR001452	SH3 domain
MS3_06513	IPR004148	BAR domain
MS3_06514	IPR009961	Protein of unknown function DUF1487
MS3_06517	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit
MS3_06527	IPR000008	C2 domain
MS3_06527	IPR012560	Ferlin A-domain
MS3_06527	IPR012561	Ferlin B-domain
MS3_06527	IPR012968	FerIin domain
MS3_06527	IPR032362	Ferlin, C-terminal domain
MS3_06528	IPR006561	DZF domain
MS3_06529	IPR009071	High mobility group box domain
MS3_06531	IPR008814	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit Swp1
MS3_06533	IPR007203	ORMDL family
MS3_06534	IPR000242	PTP type protein phosphatase
MS3_06534	IPR001251	CRAL-TRIO lipid binding domain
MS3_06536	IPR002048	EF-hand domain
MS3_06539	IPR006671	Cyclin, N-terminal
MS3_06540	IPR002073	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
MS3_06542	IPR020683	Ankyrin repeat-containing domain
MS3_06543	IPR000504	RNA recognition motif domain
MS3_06543	IPR013979	Translation initiation factor, beta propellor-like domain
MS3_06544	IPR000990	Innexin
MS3_06551	IPR000261	EH domain
MS3_06551	IPR006073	GTP binding domain
MS3_06551	IPR031692	EH domain-containing protein, N-terminal
MS3_06552	IPR011496	Beta-N-acetylglucosaminidase
MS3_06556	IPR000421	Coagulation factor 5/8 C-terminal domain
MS3_06559	IPR004839	Aminotransferase, class I/classII
MS3_06562	IPR001863	Glypican
MS3_06564	IPR013098	Immunoglobulin I-set
MS3_06565	IPR001752	Kinesin motor domain
MS3_06567	IPR001372	Dynein light chain, type 1/2
MS3_06568	IPR001199	Cytochrome b5-like heme/steroid binding domain
MS3_06568	IPR005804	Fatty acid desaturase domain
MS3_06570	IPR001019	Guanine nucleotide binding protein (G-protein), alpha subunit
MS3_06572	IPR018499	Tetraspanin/Peripherin
MS3_06573	IPR001372	Dynein light chain, type 1/2
MS3_06575	IPR032016	Protein of unknown function DUF4796
MS3_06580	IPR000175	Sodium:neurotransmitter symporter
MS3_06586	IPR010560	Neogenin, C-terminal
MS3_06587	IPR003961	Fibronectin type III
MS3_06591	IPR005599	GPI mannosyltransferase
MS3_06592	IPR001279	Metallo-beta-lactamase
MS3_06592	IPR032282	Hydroxyacylglutathione hydrolase, C-terminal domain
MS3_06593	IPR000719	Protein kinase domain
MS3_06596	IPR005828	Major facilitator,  sugar transporter-like
MS3_06596	IPR011701	Major facilitator superfamily
MS3_06597	IPR004910	Yippee/Mis18/Cereblon
MS3_06599	IPR002687	Nop domain
MS3_06599	IPR012974	NOP5, N-terminal
MS3_06604	IPR000261	EH domain
MS3_06605	IPR019382	Translation initiation factor 3 complex subunit L
MS3_06606	IPR013260	mRNA splicing factor SYF2
MS3_06607	IPR014881	Nin one binding (NOB1) Zn-ribbon-like
MS3_06607	IPR033411	Ribonuclease, PIN domain
MS3_06609	IPR002744	MIP18 family-like
MS3_06610	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_06613	IPR000276	G protein-coupled receptor, rhodopsin-like
MS3_06615	IPR018392	LysM domain
MS3_06617	IPR000008	C2 domain
MS3_06617	IPR028928	CC2D2A, N-terminal, C2 domain
MS3_06619	IPR001478	PDZ domain
MS3_06621	IPR007513	Uncharacterised protein family SERF
MS3_06624	IPR013057	Amino acid transporter, transmembrane domain
MS3_06625	IPR009539	Vang-like protein
MS3_06626	IPR000504	RNA recognition motif domain
MS3_06630	IPR009635	Neural proliferation differentiation control-1
MS3_06634	IPR004839	Aminotransferase, class I/classII
